type,SampID,Experiment,Timepoint,ionization,runDate,N.lab,C.lab,Precursor Ion Name,Protein Name,Fraction1,iso.mz,MID.mean,MID.sd,Area.filled.w.background.mean,Area.filled.w.background.sd
Smp,GBTFate1MTlong,Fate1,96,pos,200612,0,1,L-Tryptophan_13C-1 15N-0,L-Tryptophan,CyanoAq,206.101057,0.08402993116481512,0.0017654714806298187,321223.6666666667,59637.34095626107
Smp,GBTFate1MTlong,Fate1,96,pos,200612,0,1,Methylthioadenosine_13C-1 15N-0,Methylthioadenosine,CyanoAq,299.100741,0.10748881961430722,0.002838841556820357,100559,25138.304556990315
Smp,GBTFate1MTlong,Fate1,96,pos,200612,0,2,L-Phenylalanine_13C-2 15N-0,L-Phenylalanine,CyanoAq,168.093512,0.004735286319263775,0.001048081494265124,113372,40202.69185017342
Smp,GBTFate1MTlong,Fate1,96,pos,200612,0,2,L-Tryptophan_13C-2 15N-0,L-Tryptophan,CyanoAq,207.104411,0.0025235251526502063,6.678503384901046e-4,9341,1066.0802033618297
Smp,GBTFate1MTlong,Fate1,96,pos,200612,1,0,L-Phenylalanine_13C-0 15N-1,L-Phenylalanine,CyanoAq,167.08384,0.002861505169781482,6.453147061607743e-4,67792.33333333333,21680.86797924228
Smp,GBTFate1MTlong,Fate1,96,pos,200612,1,0,L-Tryptophan_13C-0 15N-1,L-Tryptophan,CyanoAq,206.094739,0.0031040076900759753,0.0015231084115410172,12513,8154.527024910764
Smp,GBTFate1MTlong,Fate1,96,pos,200612,1,3,L-Tryptophan_13C-3 15N-1,L-Tryptophan,CyanoAq,209.104801,0,0,0,0
Smp,GBTFate1MTlong,Fate1,96,pos,200612,1,5,Methylthioadenosine_13C-5 15N-1,Methylthioadenosine,CyanoAq,304.111193,0.0014816588232975225,0.002566308361434026,1027.3333333333333,1779.3935296424268
Smp,GBTFate2MT0,Fate2,0,pos,200612,0,0,Butyrylcarnitine_13C-0 15N-0,Butyrylcarnitine,CyanoAq,232.154884,0.9900032691546654,0.01731484573371048,104340.66666666667,27119.40405564498
Smp,GBTFate2MT0,Fate2,0,pos,200612,0,0,L-Phenylalanine_13C-0 15N-0,L-Phenylalanine,CyanoAq,166.086804,0.9358770963007117,0.0019973368687563175,3617391.3333333335,1301867.5861739293
Smp,GBTFate2MT0,Fate2,0,pos,200612,0,0,L-Tryptophan_13C-0 15N-0,L-Tryptophan,CyanoAq,205.097703,0.8973772284202471,0.006879065237037942,608007.6666666666,101238.7448427396
Smp,GBTFate2MT0,Fate2,0,pos,200612,0,0,Methylthioadenosine_13C-0 15N-0,Methylthioadenosine,CyanoAq,298.097387,0.9152105530863592,0.006875608597539642,383449,69447.93055952064
Smp,GBTFate2MT0,Fate2,0,pos,200612,0,0,Xanthine_13C-0 15N-0,Xanthine,CyanoAq,153.041251,0.9921815180674263,5.448255508170633e-4,15500134.666666666,1567383.530097319
